country,description,points,price,province,region_1,variety,winery
France,"88-90 Barrel sample. Soft, very sweet, almost Port-like in character, with gentle tannins. There is acidity, but the wine is intensely ripe.",89,24.0,Bordeaux,Côtes de Bordeaux,Bordeaux-style Red Blend,Château Mont-Pérat
Italy,"This base Barolo from Bric Cenciurio offers everything you should look for in an excellent Nebbiolo from the Langhe, Piedmont. The wine is delicate and layered with soft shadings of berry fruit and spice. The mouthfeel is supple but determined with a blast of berry freshness on the close.",93,24.0,Piedmont,Barolo,Nebbiolo,Bric Cenciurio
US,"There is a grace and power to this wine that is quite fascinating and refreshing in a world of bruising, jammy fruit bombs. Fruit flavors of plum and blueberry and cassis segue smoothly into herbal and meat flavors, then nicely rounded tannins. There are no rough edges here, but a complex wine that glides through layers of spice, fruit, earth and barrel flavors with confidence and style.",90,27.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Couvillion Winery
France,"From the Mâcon appellation that is dominated by the formidable rock of Solutré, this is a ripe, full-bodied wine. It offers juicy acidity, fresh sliced apple flavors and a touch of spice. The wine is ready, although it will be better from late 2016.",87,27.0,Burgundy,Mâcon Solutré,Chardonnay,Domaine Trouillet
US,"This G-S-M blend is solid and flavorful, with mixed berry flavors and an underpinning of graphite. The tannins are drying, on the edge of being chalky.",86,21.0,Oregon,Oregon,Rhône-style Red Blend,Merrill Cellars
France,"Intoxicatingly fruity and forward on the nose, this wine—a blend of Le Méal and Les Greffieux—follows up with rich layers of black fruit. It may lack a little of the minerality found in other parts of Hermitage, but this is immensely seductive stuff—maybe the Pomerol of Hermitage?",94,145.0,Rhône Valley,Hermitage,Syrah,Marc Sorrel
US,"Vague apple, pear and lime pith aromas show on the subdued nose of this bottling. The palate is pleasant, with dried apple, lime peel and grass flavors, but it's somewhat lacking in energy.",84,14.0,California,Santa Ynez Valley,Sauvignon Blanc,EOS
US,"Still a popular wine, white Zin appeals for its racy fruit and sweetness, and this Forest Glen bowls a perfect score in that respect. More of a rosé than a white, it shows raspberry, cherry and vanilla flavors, offset by zesty acids.",84,10.0,California,California,Zinfandel,Forest Glen
US,"A rich burst of red berry and red tree fruit flavors fills the mouth, enriched with toasty, spicy oak shadings. Likeable for its crisply balanced texture and long, smooth finish. Drink now through 2009.",87,40.0,California,Anderson Valley,Pinot Noir,Zina Hyde Cunningham
US,"Rather heavy and super-fruity now, with fruitstand flavors of blackberries, cherries and plums. It's a ripely delicious wine, but a bit one-dimensional, not showing much elegance or subtlety. Could develop bottle nuance over the next 4–6 years.",87,32.0,California,Carneros,Syrah,Cuvaison
France,"This beautifully structured wine has tannins and a dry core, but they are surrounded by ripe black fruits and a smooth, luscious texture. Rich and full bodied, the wine is almost drinkable but it will certainly be better from 2017.",91,65.0,Provence,Côtes de Provence,Provence red blend,Château Sainte Roseline
France,"A soft wine which maybe lacks acidity but makes up for it with its rich flavors of tropical fruits and a generous food-friendly character. Serve it like a white Burgundy, not too cold.",84,24.0,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Schröder et Schyler
Argentina,"One of the best $15 red blends being made today. Carrascal gives us 45% Malbec, 35% Merlot and 20% Cabernet in rock-solid form. The nose has toast, mineral, balsam wood and good berry fruit, and the palate provides the troika of cherry, raspberry and plum with no interference or oaky gimmicks. Pleasant, warm and long on the finish.",90,15.0,Mendoza Province,Mendoza,Bordeaux-style Red Blend,Weinert
US,"Planted in 2000 to become the fifth Bordeaux varietal in the Dionysus blend, this Malbec has been made from 2003 forward as a solo varietal wine. It captures the elegance and the spice of the grape, along with young and pretty berry fruit. Hints of black tea and fresh herb add welcome details to the finish.",89,28.0,Washington,Columbia Valley (WA),Malbec,Arbor Crest
US,"Competent winemaking has delivered a pleasant, simple red, which has a little bit of a spicy kick from the Syrah. It could be simply labeled Merlot, and as such it is a straightforward effort, with moderately ripe fruit and a little bit of heat in the finish.",85,34.0,Washington,Columbia Valley (WA),Red Blend,428 Wines
Spain,"A simple but pleasant Ribera red with berry-cherry aromas. The palate has a staunch, tannic grab to it as well as flavors of raspberry, black plum and earth. A wine that has o.k. length and solidity to the finish.",85,12.0,Northern Spain,Ribera del Duero,Tempranillo,Viña Mayor
US,"Brisk and dry, this Chard show an acidic brittleness to the tropical fruit, citrus and hay flavors. It makes up for in balance and elegance what it near misses in sheer pizzazz.",87,22.0,California,Santa Barbara County,Chardonnay,Rusack
Italy,"Very rich, opulent and ripe with oak-driven aromas of vanilla, chocolate, licorice and spice, this is a dark Riserva with loads of personality and almost impenetrable density. It imparts a smooth, silky feel thanks to the quality of its tannins and ends with a chewy bite of plump cherry.",92,24.0,Tuscany,Chianti Classico,Sangiovese,Caparsa
France,"Medium sweet in character, this is a rich wine that's driven by its rich terroir. The chalk and gravel soil of the Goldert vineyard produces great spiciness that is balanced by delicate acidity and the possibility of aging further. Drink now, but it will be better from 2016.",91,48.0,Alsace,Alsace,Gewürztraminer,Domaine Zinck
US,"This is a high acid style of Chardonnay, reflective of a vintage that was one of the coolest in a decade or more. Crisp and detailed, this offers a classy mix of citrus and apple, wet stone and light baking spices. Hints of nutmeg and cinnamon adorn the fruit, which lingers gently through a citrusy finish.",89,30.0,Oregon,Willamette Valley,Chardonnay,Ponzi
US,"This twin county blend is a sophisticated Sauvignon Blanc. It shows the gooseberry tartness that Capture is known for, but not too much, with richer notes of citrus fruits and white flowers dominating. One quibble is that the wine is a little too sweet.",87,30.0,California,Lake County-Sonoma County,Sauvignon Blanc,Capture
US,"Tangy boysenberry and elderberry fruit shows on the nose of this sultry bottling, along with thyme, potpourri and licorice. The flavors are more cooked than fresh, recalling charred blackberry, dried blueberry, leather and licorice. It's a hearty wine that consumes the entire palate.",90,56.0,California,Paso Robles,Syrah,Ascencion
US,"David Hill's top-of-the-line Pinot Noir really shines in 2008. Rich, ripe and loaded with plum and black cherry fruit, it threads in careful streaks of coffee and mocha, then a lingering trace of Grand Marnier-style liqueur, with candied citrus tang. Thoroughly delicious.",93,45.0,Oregon,Willamette Valley,Pinot Noir,David Hill
Italy,"Montefalco Rosso is a blend of Sangiovese, Sagrantino and Merlot from Umbria in central Italy with aromas of cherry, wild berry, spice and cola. The wine is light and easy-going and would make a good partner to pizza or simple pasta dishes.",86,14.0,Central Italy,Montefalco Rosso,Red Blend,Benincasa
France,"86-88 Barrel sample. The neighbor of Cos d'Estournel, but producing a very contrasted wine, lean and tautly structured. The tannins are dry, hard to penetrate, the finish austere.",87,24.0,Bordeaux,Saint-Estèphe,Bordeaux-style Red Blend,Château Cos Labory
Italy,"This naturally sweet red opens with a neutral nose that recalls a dry Primitivo wine. Dark fruit, cherry and black pepper notes are present, with a tangy sweetness on the palate. Pair this with chocolate brownies or chocolate chip cookies.",88,16.0,Southern Italy,Primitivo di Manduria,Primitivo,Produttori Vini Manduria
US,"Regional pioneer Rick Longoria delivers a savory, earthy wine from the vineyard he planted, with meaty aromas of shiitake and porcini mushrooms, black slate, cedar and fresh pomegranate. The palate is more reliant on peppery spice, rose-petal florals and dried herbs than fruit, though dried cherries make an appearance, especially on the lasting finish. It's great now, but will thrive for at least a decade. Drink 2018–2028.",92,55.0,California,Sta. Rita Hills,Pinot Noir,Longoria
US,"This is pure varietal, all from the estate vineyard, and already showing the warm, round supple strength of great Washington Merlot. Rich and sweetly ripe with spicy berries, wild red fruits and sweet chocolate.",91,25.0,Washington,Walla Walla Valley (WA),Merlot,Beresan
US,"This Syrah tries to strike a balance between rich opulence and controlled elegance, and it largely succeeds. It's has exquisite tannins and fine acidity, finishing bone dry. The flavors are complex, immediately suggesting ripe blackberries, with notes of beef tartare, grilled wild mushrooms splashed with tamari, black pepper and minerals. You can draw analogies to the northern Rhône if you want. Will it age? Hard to say, but it's a great wine now.",93,75.0,California,Calistoga,Syrah,La Sirena
France,"Steely, mineral, structured, this is a terroir-driven wine. The wood, carefully balanced, supports this very textured character, while the pear and peach fruits add a further layer. It's a wine for aging, with its rich acidity pushing it on its way.",89,24.0,Burgundy,Chassagne-Montrachet,Chardonnay,Pierre André
Argentina,"Grainy oak and green aromas rest on top of generic red-fruit scents. This feels chunky, blocky and tannic, with herbaceous medicinal flavors of tomato, oak resin and green herbs. A spicy saucy-tasting finish holds onto the wine's minty green herbal essence.",84,22.0,Mendoza Province,Luján de Cuyo,Cabernet Sauvignon,Loscano
France,"The beautifully perfumed Gros Manseng should, by rights, be as popular as Chardonnay. This medium-sweet wine is all apricots, pears and honey, with a delicious fresh waft of acidity. Screwcap.",89,14.0,Southwest France,Vin de Pays des Côtes de Gascogne,Gros Manseng,Haut Marin
Italy,"At 50,000 cases plus, this is as mass-market a wine as Brunello goes. But it's a darn good one, with tobacco, citrus and herbs on the nose. Runs a bit simple and grapy on the palate, but it's overwhelmingly ripe, healthy and full-force. Nothing tricky here, just clean cherry, plum and chocolate flavors sitting comfortably on a medium-to-full frame. Imported by Banfi Vintners.",90,68.0,Tuscany,Brunello di Montalcino,Sangiovese,Castello Banfi
France,"95-97 Barrel sample. Lovely, velvet textured wine, with acidity and some spicy wood. The texture is so ripe, the tannins voluptuous, smooth and textured, a light touch of chocolate. Magnificent rich wine.",96,24.0,Bordeaux,Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion
Italy,"The Mervisano Barbera d'Alba (that ages 15 months in oak) offers a deliciously ripe and rich array of spice, black fruit and blackberry. The wine shows dark, inky concentration with creamy fruit tones and warm smoothness on the finish. The acidity is present, but very well integrated.",90,28.0,Piedmont,Barbera d'Alba,Barbera,Orlando Abrigo
Italy,"Aromas include subtle yellow apple, pear, lemon zest and a hint of peach. Fresh acidity gives it a clean finish.",86,9.0,Northeastern Italy,Vigneti delle Dolomiti,Chardonnay,Mezzacorona
US,"Sulfur shrouds this wine at first, but it dissipates with time to reveal mild notes of honeyed nut, kiwi, white flower and golden apple. The palate has balanced acidity and a slight oiliness, and the flavors seem a bit muted at the moment.",84,24.0,Virginia,Virginia,Pinot Grigio,General's Ridge
Italy,"This is one of the most beautiful Sauvignons made in Italy. The cool mountainous climate of the Dolomites has shaped a fragrant and elegant wine with tons of exotic fruit, white pepper, dried sage and tangerine. There's a touch of roundness in the mouth that gives it extra staying power.",91,38.0,Northeastern Italy,Alto Adige,Sauvignon,Cantina Produttori San Michele Appiano
US,"Jangly in the mouth, with an uneven tannin structure that makes it a bit rough. But there's plenty of jammy cherry and berry fruit. Drink now with a hearty beef stew.",85,18.0,California,California,Cabernet Sauvignon,F.J. Serra
France,"Dark colored and powerful, this is a great expression of the more massive side of Gevrey Chambertin. The wine is dense, dark, with black plum and fig flavors, leavened with attractive juicy acidity. Tannins thread through the acidity. Age for 2–3 years.",91,39.0,Burgundy,Gevrey-Chambertin,Pinot Noir,Manuel Olivier
US,"Although it's the driest of Three Brothers' series of four Rieslings showcasing increasing sweetness levels, this wine would be more accurately described as off-dry in style. The nose is distinctly savory with hints of fennel, ramp and petroleum. On the palate, there's a surprising sunburst of lemon and lime balanced with a brisk acidity.",83,13.0,New York,Seneca Lake,Riesling,Four Degrees of Riesling
Italy,"Light and pretty, this is aged in large oak cask for 12 months, which imparts notes of spice and toasted almond. Otherwise, the wine's core is all fruit: raspberry, cherry and currant flavors abound.",86,13.0,Veneto,Valpolicella Classico Superiore,"Corvina, Rondinella, Molinara",Scriani
US,"Clean, well-structured and bone dry, this wine has great structure. The only problem is a near-total absence of flavor. It's very weak in grapefruit and lime. But it's a good wine for big parties and such.",83,10.0,California,Napa Valley,Sauvignon Blanc,Pavilion
US,"With 7% residual sugar, tastes sweet and common, with chocolaty blackberry flavors that finish sharp.",84,11.0,California,Lake County,Syrah,Steele
Italy,"This vintage of Rubesco Riserva exhibits beautiful elegance and linearity (compared to the hotter 2003) with bright aromas of black fruit, cherry, moist earth and spice. The wine is firm and compact with lingering clove and pepper on the close.",90,55.0,Central Italy,Torgiano,Red Blend,Lungarotti
Spain,"A bit heavy and corny, with a strong influence of tortilla and corn chips on the nose. On the palate, it's crisp, with modest flavors of salt, baked apple and dried papaya. Dry, mellow and ultimately short on the finish.",86,15.0,Catalonia,Cava,Sparkling Blend,Ferré I Catasús
Argentina,"Chunky and full, with raisin, oak and mocha aromas. The palate comes across round and healthy, with mint and herb notes accenting plum and blackberry flavors. To justify its “gran reserva” moniker the oak is front and center, but the fruit is solid.",87,18.0,Mendoza Province,Mendoza,Malbec,Avenue
US,"Happily, each new vintage of Bésoleil is a bit larger than the previous year, so more people can taste what a joy this wine is. In 2008 it's 82% Grenache, 9% Syrah and 9% Mourvèdre. As with all the Betz wines, it is intensely aromatic. The wine glass fairly explodes with scents of grape, plum, raspberry and cherry. In the mouth grace notes offer hints of leaf and fresh herb. Plush and irresistible.",93,45.0,Washington,Columbia Valley (WA),Grenache,Betz Family
US,"The best of the winery's new releases, this 45% Cab, 45% Merlot, 10% Cab Franc blend has more nuanced fruit, mixing black cherry, plum, ripe hints of raisin and prune with whiffs of spice and smoke. The rough edges have been smoothed, and the long finish includes pleasing streaks of vanilla.",88,35.0,Washington,Columbia Valley (WA),Red Blend,Cave B
US,"This small, family-owned, biodynamically farmed vineyard and winery is quickly becoming a southern Oregon cult producer. Certainly one of the finest Viogniers produced anywhere in the Northwest, this extraordinarily aromatic wine showers the palate with luscious and tangy lemon, pineapple, Satsuma orange and pear fruit flavors. Then the spices pile on, lending an exotic twist to a lengthy midpalate, and leading into a lightly toasty finish.",93,30.0,Oregon,Applegate Valley,Viognier,Cowhorn
US,"Pure Merlot, from estate vines, this is tart and juicy, with a clean and acidic cut to it that is unusual for Merlot. It's got a lively and evocative nose that sends up aromas of mixed stone fruits, chocolate and butterscotch, but it's carefully made to conserve the acidic push of the fruit and not overwhelm it with barrel.",88,16.0,Washington,Yakima Valley,Merlot,Willow Crest
Italy,"This beautiful wine opens with soft aromas of milk chocolate and vanilla, backed by red cherry and blueberry. Its ruby color is luminous and bright and the wine tastes chewy, soft and decadent. This is a standout product from the Emilia-Romagna region of Central Italy.",90,40.0,Central Italy,Sangiovese di Romagna Superiore,Sangiovese,Drei Donà Tenuta La Palazza
US,"Soft, simple and sugary sweet, with black cherry and blackberry pie flavors and a milk chocolate finish. From Gallo.",80,17.0,California,Napa Valley,Cabernet Sauvignon,Napa Valley Vineyards
US,"When Petite Sirah is at its best, and this one is, it offers incomparable structure and flavors. Nothing quite like it anywhere, with its inky dark color, big, thick tannins and ripe, exuberant flavors of berries, currants, mocha, leather, tobacco, cedar and peppery spices. What's especially nice about this bottling is the dryness and moderate alcohol. A superior wine that should age for the better part of a decade.",93,28.0,California,Napa Valley,Petite Sirah,Summers
France,"While the wine seems at first rich, it then shows a tautly acidic character that gives a refreshing character to the roundness. That steely acidity is what defines the tight, crisp finish.",89,24.0,Burgundy,Chablis,Chardonnay,La Chablisienne
US,"Dry and slightly watery, this white blend offers up nice honeycomb, brazil nut and orange rind notes. Light in the mouth with a simple, short finish. Drink up.",81,19.0,New York,North Fork of Long Island,White Blend,Bouké
Spain,"Minty and herbal smelling, with stemmy, generic fruit aromas. The palate is sticky and creamy, while the flavors are chunky, flat and lean toward herbal berry. An oaky, syrupy wine with a mild green streak.",83,17.0,Northern Spain,Rioja,Tempranillo,Colina Verde
France,"An intense, sweet wine, this is packed full of orange flavors, citrus fruits and a touch of smokiness. A great wine, it's a delicious mix of fruits and mineral characters from the limestone soil of the Grasberg vineyard. Imported by Lauber Imports.",91,58.0,Alsace,Alsace,Alsace white blend,Domaine Marcel Deiss
Italy,"Features slightly floral notes, but the dominant aromas are of plum and spice cake, and those repeat on the palate, adding hints of anise. It's plump and ample, but firmly structured and should easily last 10 years or more. Aged exclusively in botti, so no intrusive oak mars the Nebbiolo flavors.",89,38.0,Piedmont,Barolo,Nebbiolo,Beni di Batasiolo
US,"Made in the crisp, lighter-bodied way that is Edna Valley Pinot Noir, this is an elegant wine to drink now and for a year or two. It has an angular structure housing cool-climate flavors of cherries, cola, herbs and sweet, smoky sandalwood.",89,33.0,California,Edna Valley,Pinot Noir,Baileyana
US,"Dense and spicy, this unique take on Riesling—Kabinett style at 9.5% alcohol and two percent residual sugar—shows a rarely seen strength of the iconic Champoux vineyard. Here are concentrated fruit flavors of grapefruit and pineapple, orange rind and lemon candy, continuing into a long finish with a pleasing sense of minerality. Decanting is a good idea.",91,20.0,Washington,Horse Heaven Hills,Riesling,O•S Winery
US,"If you open this bottle before late 2009, you'll find a tightly wound wine marked by acidity and tannins. In other words, not showing its best. Inside the structure is remarkably ripe fruit, along the lines of cherries, currants, pomegranates and cola. It's a big, exuberant wine, but it does need time, and has the balance to achieve it.",92,34.0,California,Russian River Valley,Pinot Noir,Balletto
US,"A beautiful wine that asserts itself near the top of the pile of Carneros Chardonnay. Shows brisk acidity and a tangy minerality, with oak-inspired, superripe green apple, Meyer lemon and pear fruit flavors that are wrapped into a creamy texture. Drink now.",92,65.0,California,Carneros,Chardonnay,Knights Bridge
US,"A light, easy Viognier　that's not oily like some versions of this variety, but pleasingly tropical, smelling of pineapple and guava with ripe melon on the finish.",86,16.0,California,Mendocino County,Viognier,Jaxon Keys
US,"A light, earthy wine, with violet, berry and tea flavors and a sharp, herbal note verging on grassiness or wet hay. It's very dry and the tannins are soft, but crisp acidity keeps it lively in the mouth.",82,10.0,California,California,Merlot,Callaway
France,"One of the leading producers in the small appellation of Reuilly, Jean-Michel Sorbe reveals the typically soft, rounded character of this gentle wine. It has acidity, of course, along with citrus, but it remains calm, attractive and immediately drinkable.",88,24.0,Loire Valley,Reuilly,Sauvignon Blanc,Jean-Michel Sorbe
US,"Low in alcohol for a Syrah, this shows light, underripe flavors of strawberry and white pepper. Not particularly complex, it's maturing quickly and should be consumed over the next couple of years.",85,20.0,Oregon,Umpqua Valley,Syrah,Melrose
Australia,"Dark and smoky on the nose, with meat, cedar and blackberries combining into an attractive bouquet. This is a meaty, savory wine that should drink well from 2010–2020, backed by tart blackberries and showing some dusty tannins on the finish.",91,22.0,Victoria,Grampians,Shiraz,A.T. Richardson
France,"90-92 Barrel sample. A deliciously fresh, vibrant wine with good ripe fruits, flavors of orange marmalade and a light, citrus kick. Lovely, with just a touch of spice.",91,24.0,Bordeaux,Barsac,Bordeaux-style White Blend,Château Nairac
Italy,"Toasted notes from wood aging are abundantly lavished over well-defined aromas of black cherry, root beer and sizzling smoked bacon to achieve an impressive Brunello with an emphasis on dark extraction and fruity intensity.",92,75.0,Tuscany,Brunello di Montalcino,Sangiovese,Mocali
Italy,Cheerful bubbling and a luminous appearance give this Prosecco Superiore a very encouraging start. The wine follows to the mouth with dry flavors of pressed flower and hay and a touch of peachy sweetness on the finish.,87,20.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Montesel
Spain,"An attractive, ripe wine that pushes up against raisiny but then draws back to focus on blackberry, licorice and other dark aromas and flavors. Very good weight and mouthfeel, with nice balance supporting ripe berry, cola and mild chocolate flavors. Finishes lush and warm. Drink now through 2011.",90,30.0,Northern Spain,Ribera del Duero,Tempranillo,Finca Torremilanos
US,"Ripe, lush and immediately attractive, this Chard offers rich tiers of pineapple custard, pear marmalade, vanilla, buttered toast, toasted coconut and Asian spice flavors. It's a strong, flamboyant wine that calls for equally strong foods, like lobster.",91,32.0,California,Carneros,Chardonnay,Barnett
US,"A little thin for a Chardonnay, but bone dry and elegant, with lemon and lime flavors and a touch of tangy minerals. Zesty acidity provides a brisk, mouthwatering scour. Easy to drink, at an easy price.",84,25.0,California,Monterey County,Chardonnay,Black Box
Argentina,"Sweet and baked smelling, with foxy core aromas that suggest wet dog fur. The palate is loud and wild, with foxy, unsettled flavors of wild berry and cherry. Runs low on layering, structure and body, but it is lively.",84,11.0,Mendoza Province,Mendoza,Malbec,Andeluna
Italy,"This boutique Chianti Classico (only 600 cases are made) has a modern, sweet-smelling nose with evident tones of toasted almond, vanilla and coconut that are framed by delicate nuances of blueberry and blue flower typical of Sangiovese. It's lean and compact in the mouth with a burst of fresh fruit on the close.",88,24.0,Tuscany,Chianti Classico,Sangiovese,Fattoria di Corsignano
US,"Very ripe, forward fruit characterizes this slightly heavy, somewhat dense wine. It has a kiss of oak and a little sweetness, with good, crisp acidity.",83,10.0,California,North Coast,Chardonnay,Napa Ridge
US,"Loads of clove, allspice, cinnamon and nutmeg spice show up the strawberry, blueberry and red cherry aromas of this lavish bottling, which also offers scents of crushed rock and turned earth. Similar elements entertain the palate, culminating with a minty pine needle note, proving to be a very dynamic sip.",90,65.0,California,Temecula Valley,Zinfandel,Lorenzi Estate
Italy,"Funky aromas of barnyard eventually burn off to reveal game, animal, rubber, earth and leather. The palate displays porcini mushroom with raw cherry, prune, nutmeg and dried sage. There's not much complexity and it's not an ager so enjoy over the next few years.",87,44.0,Piedmont,Barolo,Nebbiolo,Bosio
US,"Soft and juicy with abundant white peach and berry flavors, Belhurst's rosé is on the sweeter side of dry, but clean and focused on the palate. Refreshing yet substantial in body, it's perfect as an apéritif or an accompaniment to chicken or seafood.",87,19.0,New York,New York,Rosé,Belhurst
Italy,"Here's a fresh and easy Vermentino from Liguria (the northwestern coast of Italy) that delivers fresh aromas of chopped herbs, lime, passionfruit and honey. It is luminous and lightweight with a refreshing touch of acidity on the close.",85,9.0,Northwestern Italy,Riviera Ligure di Ponente,Vermentino,Colle dei Bardellini
Spain,"Clean, minerally, slightly green in aromatics and oh so approachable and nice. For an under-$15 white, this Godello from Monterrei excels with layered flavors of apple, minerals and natural spice. The finish is long and hints at fresh herbs like thyme and tarragon. Potentially superb with garlic shrimp or calamari over fresh greens.",90,14.0,Galicia,Monterrei,Godello,Pazos del Rey
US,"A bit on the hot side, reflecting the extra warmth that the Pope Valley region of eastern Napa Valley gets during the summer. Made from 100% Cabernet, it's massively flavored, huge in jammy blackberries, cherries, cassis and dark chocolate. The tannins are considerable, the finish long and ripe. Best to open this wine by 2015 or so.",92,85.0,California,Napa Valley,Cabernet Sauvignon,St. Supéry
US,"This Cabernet is soft and herbal, good for drinking now. It's gentle in the mouth, with rich waves of blackberries, cherries, sage and oak that finish in a flourish of spices.",88,20.0,California,Alexander Valley,Cabernet Sauvignon,Lyeth
Spain,"Herbal aromas come with bell pepper and berry fruit notes, while the palate is solid in terms of feel but shows classic Navarran flavors of jalapeño and green pepper. Good texture and mouthfeel, but probably too green for a lot of people. Tempranillo with Merlot and Cabernet is the blend.",85,12.0,Northern Spain,Navarra,Tempranillo Blend,Otazu
Argentina,"Can't say that the heavy dose of oak on this wine is helping the cause. The nose is quite resiny and cloying, while the palate is creamy and full, but loaded with wood chip and vanilla flavors. As might be expected, even more oak flavor dominates the finish.",83,17.0,Mendoza Province,Mendoza,Chardonnay-Viognier,Nieto Senetiner
US,"Great balance, snappy acidity and concentrated fruit flavors make this grand wine especially appealing. The aromas of blackberry and red cherry are vibrant, the juicy, mouthwatering cherry flavors are dazzling and the finish lingers. It is balanced for good aging, so drink it from 2017–2020.",94,44.0,California,Mendocino County,Pinot Noir,Waits-Mast
France,"An intensely herbal, thyme-flavored wine, with a creaminess that enhances the full, but still very fresh character. Sauvignon Blanc's green character dominates, but is tamed by the ripeness of the fruit.",88,24.0,Bordeaux,Entre-Deux-Mers,Bordeaux-style White Blend,Château Tour de Mirambeau
Italy,"Mature plum, crushed violet and dark cooking spice aromas come together in the glass. The firm palate delivers dried cherry, blackberry extract and licorice alongside firm, fine-grained tannins. Drink soon to capture the remaining fruit.",87,14.0,Piedmont,Barbera d'Asti Superiore,Barbera,Cascina Liuzzi
Spain,"Jammy aromas mix with grassy green notes in front of a sweet, chunky palate that offers unconvincing, generic berry flavors. Devoid of elegance and character but loaded with heft and baked fruit. A sweet, rudimentary wine.",83,10.0,Central Spain,Vino de la Tierra de Castilla,Tempranillo,Legado Muñoz
US,"It's quite tannic, as is to be expected from this founding Red Mountain vineyard, and yet the wine seems smoothed over, buffed out. The black cherry and cassis fruit does not penetrate. Drink up.",87,60.0,Washington,Red Mountain,Cabernet Sauvignon,Covington
US,"There's a fine Pinot in here, but it's like buried treasure. Currently locked down with tannins, the wine shows extravagant flavors of dusty Asian spices, rhubarb, pomegranate, cola, cherryskin and sandalwood. Desperately needs time, but should be very fine. Drink 2011 through 2015.",93,50.0,California,Santa Barbara County,Pinot Noir,Fess Parker
France,"An apple-driven wine, with great flavors of red apples, light pears and intense, tangy acidity. It's already a delicious, with freshness and a touch of minerality. Drink now.",86,24.0,Burgundy,Petit Chablis,Chardonnay,Domaine Laroche
US,"Hard to beat the Nuthouse for pure pleasure in the Argyle Pinot Noir lineup; it has substantial berry and cherry fruits, glistening with butterfat and gliding into toasted nuts and caramel flavors in the finish. There is some heat also, from alcohol reaching 14.5%—not excessive, but noticeable. This is wide-open and ready to drink with just a little breathing time.",89,60.0,Oregon,Willamette Valley,Pinot Noir,Argyle
Italy,"Native grapes of Mount Etna such as Nerello Mascalese and Nerello Cappuccio (at 20%) are present in this lively red wine. The wine is bright, compact and redolent of fresh berry fruit, red apple and blueberry.",89,25.0,Sicily & Sardinia,Etna,Red Blend,Benanti
France,"A soft wine that has easy but attractively ripe fruit. This is not a wine for aging, but in 2003, the estate has made a very drinkable wine. Patache stands for an ancient coaching inn, recollected on the wine's label by a coach and horses. Imported by Grands Chais de France.",85,24.0,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Patache d'Aux
US,"Tart and juicy, this Cabernet/Merlot/Syrah blend matches cranberry and plum fruit flavors to milk chocolate and nougat highlights. Well-crafted, with a pleasing florality (to coin a word) in the finish. An outstanding value.",89,7.0,Washington,Columbia Valley (WA),Red Blend,Hogue
US,"The nose is lifted with bright spice and suggestions of pungent herbs. Black fruits carry a touch of mocha and lead into a crisp, moderately tannic finish. Balance and length are excellent.",89,25.0,Washington,Red Mountain,Sangiovese,Kaella
Argentina,"Intriguing aromas of lavender, hoja santa and green tobacco blend nicely with blackberry and blueberry scents. This top-flight Bonarda feels lush and only moderately tannic. Blackberry, leather and mild briny flavors finish minty and lightly herbal. Drink now.",91,30.0,Mendoza Province,Mendoza,Bonarda,El Enemigo
Spain,"Cherry and crisp red currant aromas are racy and tutti-frutti in character. The palate delivers kick and acidity in addition to dry, pithy flavors of citrus fruits and nectarine. Dryness persists onto the finish, which is friendly but modest.",85,8.0,Northern Spain,Campo de Borja,Rosé,Borsao
Australia,"This wine starts off a bit tarry or rubbery, but decanting allows the bright berry fruit to come forward. Raspberries are limned with hints of mint and other herbs and framed by vanilla. It's medium-bodied, with a tangy finish and a crisp, satiny texture. Drink now.",87,15.0,South Australia,South Australia,Shiraz,Grant Burge
Argentina,"Quiet yet solid on the nose, with mild aromas of cassis and black fruits. The palate is a bit sharp with acidity but overall the wine is well made and clean, with red berry, plum and other standard flavors. Defines goodness while not pushing the envelope at all.",86,20.0,Mendoza Province,Alto Valle de Uco,Malbec,Finca [ñ]
US,"Rather heavy and super-fruity now, with fruitstand flavors of blackberries, cherries and plums. It's a ripely delicious wine, but a bit one-dimensional, not showing much elegance or subtlety. Could develop bottle nuance over the next 4–6 years.",87,32.0,California,Carneros,Syrah,Cuvaison
US,"A wonderful Zinfandel that perfectly captures the essence of Dry Creek Valley, while keeping alcohol modest and the overall structure elegant. Perfectly dry, the wine shows complex waves of cherries and cola. It's vast in peppery spices, with notes of all kinds of essences from the rocks and soil. Just lovely, a world-class Zinfandel.",92,35.0,California,Dry Creek Valley,Zinfandel,Nalle
Italy,"Tobacco, leather and graham cracker notes open the nose of this bold and chewy Merlot. There are flavors of dark cherry, plum and cassis, followed by touches of tangy spices. The tannins are round and soft, and the palate has a dense, chewy quality that would pair with succulent meat dishes.",92,60.0,Tuscany,Toscana,Merlot,Ceralti
US,"Heavy and jammy for a rosé, with strong flavors of cherry, oranges and raspberries. Made from Cabernet Sauvignon and Nebbiolo.",83,13.0,California,Central Coast,Rosé,Martin Ranch
